 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
389,337,11,4,172,326,79,0,15.63636364,31.4492376,163,0,81.5,94.10809388,1477744.807,44510.38576,24.07142857,21.87187968,49,0,337,33.7,38.0848468,102,0,256,85.33333333,62.93117934,158,49,0,0,0,0,368,144,32640.94955,11869.4362,0,163,31.125,57.86060836,3347.85,0,0,0,1,0,0,0,0,0,33.2,15.63636364,81.5,368,0,0,0,0,0,0,11,172,4,326,29200,2081,4,32,0,0,0,0,0,0,0,0,BENIGN
58892,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,500000,500000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,2081,237,0,32,0,0,0,0,0,0,0,0,BENIGN
88,1113,9,6,3110,3106,1555,0,345.5555556,685.6905481,1553,0,517.6666667,801.9657516,5584905.66,13477.08895,79.5,198.0111691,764,1,1113,139.125,289.7153468,854,2,1024,204.8,314.0409209,764,47,0,0,0,0,304,208,8086.253369,5390.83558,0,1555,388.5,694.9701193,482983.4667,0,0,0,1,0,0,0,0,0,414.4,345.5555556,517.6666667,304,0,0,0,0,0,0,9,3110,6,3106,29200,2081,2,32,0,0,0,0,0,0,0,0,BENIGN
88,642,7,4,468,444,234,0,66.85714286,114.1803085,222,0,111,128.1717598,1420560.748,17133.95639,64.2,123.6004315,403,1,642,107,198.6121849,507,1,480,160,271.9319768,474,3,0,0,0,0,164,104,10903.42679,6230.529595,0,234,76,112.3177311,12615.27273,0,0,0,1,0,0,0,0,0,82.90909091,66.85714286,111,164,0,0,0,0,0,0,7,468,4,444,8192,2053,2,20,0,0,0,0,0,0,0,0,BENIGN
88,60,1,4,0,0,0,0,0,0,0,0,0,0,0,83333.33333,15,22.4053565,48,1,0,0,0,0,0,50,16.66666667,27.13546265,48,1,0,0,0,0,20,80,16666.66667,66666.66667,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,20,0,0,0,0,0,0,1,0,4,0,255,0,0,20,0,0,0,0,0,0,0,0,BENIGN
88,888,9,4,628,3064,314,0,69.77777778,138.4609853,1532,0,766,884.5006124,4157657.658,14639.63964,74,179.7781461,642,1,888,111,231.5920058,681,1,807,269,381.9175304,710,48,0,0,0,0,204,104,10135.13514,4504.504505,0,1532,263.7142857,548.9575335,301354.3736,0,0,0,1,0,0,0,0,0,284,69.77777778,766,204,0,0,0,0,0,0,9,628,4,3064,8192,2053,2,20,0,0,0,0,0,0,0,0,BENIGN
88,80,1,4,0,0,0,0,0,0,0,0,0,0,0,62500,20,31.10198279,66,1,0,0,0,0,0,68,22.66666667,37.5277675,66,1,0,0,0,0,20,80,12500,50000,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,20,0,0,0,0,0,0,1,0,4,0,256,0,0,20,0,0,0,0,0,0,0,0,BENIGN
88,1002,9,6,3064,2990,1532,0,340.4444444,675.5485014,1495,0,498.3333333,772.0146803,6041916.168,14970.05988,71.57142857,179.0817236,691,1,1002,125.25,275.2483294,804,1,929,185.8,283.0780811,691,47,0,0,0,0,204,144,8982.035928,5988.023952,0,1532,378.375,676.9251928,458227.7167,0,0,0,1,0,0,0,0,0,403.6,340.4444444,498.3333333,204,0,0,0,0,0,0,9,3064,6,2990,8192,2053,2,20,0,0,0,0,0,0,0,0,BENIGN
389,8062,13,11,5754,940,1684,0,442.6153846,660.3381127,210,0,85.45454545,99.28581332,830315.0583,2976.928802,350.5217391,952.3574992,3974,3,8062,671.8333333,1294.378814,4056,3,8003,800.3,1458.091755,4225,3,0,0,0,0,284,244,1612.503101,1364.425701,0,1684,267.76,506.8647321,256911.8567,0,0,0,1,0,0,0,0,0,278.9166667,442.6153846,85.45454545,284,0,0,0,0,0,0,13,5754,11,940,8192,0,8,20,0,0,0,0,0,0,0,0,BENIGN
389,15337,23,19,5740,7080,1684,0,249.5652174,465.0147433,2634,0,372.6315789,672.7114464,835887.0705,2738.475582,374.0731707,1700.801258,10920,2,15337,697.1363636,2346.607547,11072,3,4320,240,331.7087667,1094,2,0,0,0,0,484,404,1499.64139,1238.834192,0,2634,298.1395349,559.5825647,313132.6467,0,0,0,1,0,0,0,0,0,305.2380952,249.5652174,372.6315789,484,0,0,0,0,0,0,23,5740,19,7080,8192,2050,16,20,0,0,0,0,0,0,0,0,BENIGN
135,53143244,25,14,1792,1864,156,0,71.68,76.8714945,240,0,133.1428571,71.23402076,68.79519813,0.733865626,1398506.421,6485760.75,39200000,1,53100000,2214301.833,8110793.97,39200000,3,13900000,1067252.923,2574257.847,7435371,1,0,0,0,0,524,304,0.470426683,0.263438942,0,240,91.4,80.10531529,6416.861538,0,0,0,1,0,0,0,0,0,93.74358974,71.68,133.1428571,524,0,0,0,0,0,0,25,1792,14,1864,8192,2050,12,20,152583,135623.0806,248483,56683,6784455.5,840394.2881,7378704,6190207,BENIGN
49666,53116357,53,46,16752,7366,1749,0,316.0754717,515.1362721,300,0,160.1304348,98.75730267,454.0597541,1.863832642,542003.6429,4051437.438,39100000,1,53100000,1021468.404,5542535.636,39100000,1,14000000,310438.4444,1429978.405,7432516,1,0,0,0,0,1084,944,0.997809394,0.866023248,0,1749,241.18,387.891513,150459.8259,0,0,0,1,0,0,0,0,0,243.6161616,316.0754717,160.1304348,1084,0,0,0,0,0,0,53,16752,46,7366,8192,2053,38,20,138776,117077.084,221562,55990,6784965.5,840127.0018,7379025,6190906,BENIGN
135,43,1,3,0,0,0,0,0,0,0,0,0,0,0,93023.25581,14.33333333,23.96525262,42,0,0,0,0,0,0,1,0.5,0.707106781,1,0,0,0,0,0,20,60,23255.81395,69767.44186,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,20,0,0,0,0,0,0,1,0,3,0,253,2050,0,20,0,0,0,0,0,0,0,0,BENIGN
49666,15,1,3,0,0,0,0,0,0,0,0,0,0,0,266666.6667,5,4.582575695,10,1,0,0,0,0,0,11,5.5,6.363961031,10,1,0,0,0,0,20,60,66666.66667,200000,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,20,0,0,0,0,0,0,1,0,3,0,254,2053,0,20,0,0,0,0,0,0,0,0,BENIGN
389,280404,21,12,5803,1138,2740,0,276.3333333,695.933857,212,0,94.83333333,79.79158458,24753.56985,117.6873368,8762.625,42292.32027,237113,1,280404,14020.2,53305.37804,237113,1,279498,25408.90909,83865.68598,278273,3,0,0,0,0,688,400,74.89194163,42.79539522,0,2740,204.1470588,551.884108,304576.0686,0,0,0,1,0,0,0,0,0,210.3333333,276.3333333,94.83333333,688,0,0,0,0,0,0,21,5803,12,1138,29200,2081,10,32,0,0,0,0,0,0,0,0,BENIGN
389,1,2,0,39,0,39,0,19.5,27.57716447,0,0,0,0,39000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,64,0,2000000,0,0,39,26,22.5166605,507,0,1,0,0,1,0,0,0,0,39,19.5,0,64,0,0,0,0,0,0,2,39,0,0,245,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
80,39620158,4,4,236,1809,236,0,59,118,1809,0,452.25,904.5,51.61513995,0.201917418,5660022.571,14900000,39500000,17,74650,24883.33333,21468.40251,37717,99,39600000,13200000,22800000,39500000,872,0,0,0,0,92,92,0.100958709,0.100958709,0,1809,227.2222222,598.2795705,357938.4444,0,0,0,1,0,0,0,0,1,255.625,59,452.25,92,0,0,0,0,0,0,4,236,4,1809,8192,946,1,20,0,0,0,0,0,0,0,0,BENIGN
80,55,2,0,0,0,0,0,0,0,0,0,0,0,0,36363.63636,55,0,55,55,55,55,0,55,55,0,0,0,0,0,0,0,0,0,40,0,36363.63636,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
135,19268460,19,10,1328,1440,168,0,69.89473684,84.2363703,268,0,144,93.06628462,143.6544488,1.505050222,688159.2857,2853502.689,14900000,3,19300000,1070470,3535371.131,14900000,3,4289553,476617,1069877.415,3145791,3,0,0,0,0,404,224,0.986067387,0.518982835,0,268,92.26666667,92.933396,8636.616092,0,0,0,1,0,0,0,0,0,95.44827586,69.89473684,144,404,0,0,0,0,0,0,19,1328,10,1440,8192,2051,8,20,0,0,0,0,0,0,0,0,BENIGN
49671,19266992,19,14,3646,2672,920,0,191.8947368,272.6032719,952,0,190.8571429,324.9593719,327.9183383,1.712773847,602093.5,3396009.647,19200000,1,19300000,1070388.444,4527671.43,19200000,1,2948,226.7692308,395.8419621,1431,3,0,0,0,0,404,304,0.986142518,0.726631329,0,952,185.8235294,288.4647419,83211.90731,0,0,0,1,0,0,0,0,0,191.4545455,191.8947368,190.8571429,404,0,0,0,0,0,0,19,3646,14,2672,8192,2053,12,20,0,0,0,0,0,0,0,0,BENIGN
135,65,1,1,0,0,0,0,0,0,0,0,0,0,0,30769.23077,65,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,15384.61538,15384.61538,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,253,2051,0,20,0,0,0,0,0,0,0,0,BENIGN
49671,54,1,3,0,0,0,0,0,0,0,0,0,0,0,74074.07407,18,27.73084925,50,1,0,0,0,0,0,4,2,1.414213562,3,1,0,0,0,0,20,60,18518.51852,55555.55556,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,20,0,0,0,0,0,0,1,0,3,0,251,2053,0,20,0,0,0,0,0,0,0,0,BENIGN
80,32222867,2,0,0,0,0,0,0,0,0,0,0,0,0,0.062067724,32200000,0,32200000,32200000,32200000,32200000,0,32200000,32200000,0,0,0,0,0,0,0,0,0,64,0,0.062067724,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,238,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
3268,112987750,46,27,9834,7806,1337,0,213.7826087,306.1758328,3069,0,289.1111111,680.2870623,156.1231195,0.64608774,1569274.306,4814455.211,16400000,1,113000000,2510838.889,5914777.848,16400000,1,113000000,4345676.692,7303207.374,16400000,2,0,0,0,0,1488,880,0.407123781,0.238963958,0,3069,238.3783784,474.0551006,224728.2384,0,0,0,1,0,0,0,0,0,241.6438356,213.7826087,289.1111111,1488,0,0,0,0,0,0,46,9834,27,7806,29200,255,24,32,9804.285714,24847.02908,66152,363,16100000,499009.5254,16400000,15400000,BENIGN
389,112962280,46,27,9834,11710,1337,0,213.7826087,306.1758328,3069,0,433.7037037,642.2746725,190.7185301,0.646233415,1568920.556,4813490.832,16400000,1,113000000,2510272.889,5913603.333,16400000,1,113000000,4344698.5,7301900.373,16400000,3,0,0,0,0,1488,880,0.407215577,0.239017839,0,3069,291.1351351,466.0044777,217160.1733,0,0,0,1,0,0,0,0,0,295.1232877,213.7826087,433.7037037,1488,0,0,0,0,0,0,46,9834,27,11710,29200,2076,24,32,9393.428571,23989.27995,63796,318,16100000,496964.8891,16400000,15400000,BENIGN
80,5194319,5,5,72,651,72,0,14.4,32.19937888,646,0,130.2,288.349094,139.1905272,1.925180182,577146.5556,1660875.775,5004817,1,189502,47375.5,54585.37525,95028,3,5100152,1275038,2486970.926,5004899,1,0,0,0,0,168,168,0.962590091,0.962590091,0,646,65.72727273,193.650247,37500.41818,0,0,0,1,0,0,0,0,1,72.3,14.4,130.2,168,0,0,0,0,0,0,5,72,5,651,29200,114,1,32,0,0,0,0,0,0,0,0,BENIGN
49666,53968545,25,20,6732,3426,1749,0,269.28,459.9004892,348,0,171.3,119.9947806,188.2207497,0.833819033,1226557.841,8062686.877,53500000,1,54000000,2248689.375,10900000,53500000,1,276696,14562.94737,62718.82832,273558,3,0,0,0,0,524,424,0.463232796,0.370586237,0,1749,220.826087,349.802948,122362.1024,0,0,0,1,0,0,0,0,0,225.7333333,269.28,171.3,524,0,0,0,0,0,0,25,6732,20,3426,8192,2048,16,20,0,0,0,0,0,0,0,0,BENIGN
49666,56,1,1,0,0,0,0,0,0,0,0,0,0,0,35714.28571,56,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,17857.14286,17857.14286,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,256,2048,0,20,0,0,0,0,0,0,0,0,BENIGN
80,55468794,4,4,235,2117,235,0,58.75,117.5,2117,0,529.25,1058.5,42.40221989,0.144225238,7924113.429,20900000,55400000,49,75094,25031.33333,21568.22536,37844,130,55400000,18500000,32000000,55400000,990,0,0,0,0,92,92,0.072112619,0.072112619,0,2117,261.3333333,700.2015781,490282.25,0,0,0,1,0,0,0,0,1,294,58.75,529.25,92,0,0,0,0,0,0,4,235,4,2117,8192,946,1,20,0,0,0,0,0,0,0,0,BENIGN
80,49,2,0,0,0,0,0,0,0,0,0,0,0,0,40816.32653,49,0,49,49,49,49,0,49,49,0,0,0,0,0,0,0,0,0,40,0,40816.32653,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
0,118903732,477,0,0,0,0,0,0,0,0,0,0,0,0,4.011648684,249797.7563,1899108.881,33800000,0,119000000,249797.7563,1899108.881,33800000,0,0,0,0,0,0,0,0,0,0,0,0,4.011648684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0,0,-1,-1,0,0,18000000,12900000,29800000,4182193,21600000,10700000,33800000,13700000,BENIGN
80,4835287,2,0,0,0,0,0,0,0,0,0,0,0,0,0.413625913,4835287,0,4835287,4835287,4835287,4835287,0,4835287,4835287,0,0,0,0,0,0,0,0,0,64,0,0.413625913,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,239,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
88,604,7,4,440,356,220,0,62.85714286,107.349008,178,0,89,102.7683479,1317880.795,18211.92053,60.4,133.003091,435,1,604,100.6666667,182.5679782,467,1,535,178.3333333,303.6862416,529,3,0,0,0,0,164,104,11589.40397,6622.516556,0,220,66.33333333,98.79577957,9760.606061,0,0,0,1,0,0,0,0,0,72.36363636,62.85714286,89,164,0,0,0,0,0,0,7,440,4,356,8192,2053,2,20,0,0,0,0,0,0,0,0,BENIGN
88,928,9,4,600,2942,300,0,66.66666667,132.2875656,1471,0,735.5,849.282246,3816810.345,14008.62069,77.33333333,172.7517048,620,1,928,116,243.4578286,715,1,717,239,373.1005226,669,1,0,0,0,0,204,104,9698.275862,4310.344828,0,1471,253,527.0787417,277812,0,0,0,1,0,0,0,0,0,272.4615385,66.66666667,735.5,204,0,0,0,0,0,0,9,600,4,2942,8192,2053,2,20,0,0,0,0,0,0,0,0,BENIGN
88,1144,7,4,2730,2780,1365,0,390,666.0517998,1390,0,695,802.5168742,4816433.566,9615.384615,114.4,236.5380871,770,0,1144,190.6666667,396.1811034,998,1,917,305.6666667,487.56162,868,1,0,0,0,0,164,104,6118.881119,3496.503497,0,1390,459.1666667,678.2760009,460058.3333,0,0,0,1,0,0,0,0,0,500.9090909,390,695,164,0,0,0,0,0,0,7,2730,4,2780,8192,2053,2,20,0,0,0,0,0,0,0,0,BENIGN
88,966,9,6,3054,2972,1527,0,339.3333333,673.3437087,1486,0,495.3333333,767.3671003,6238095.238,15527.95031,69,193.8266474,739,0,966,120.75,288.6395429,833,1,930,186,312.8194367,739,1,0,0,0,0,204,144,9316.770186,6211.180124,0,1527,376.625,673.8104456,454020.5167,0,0,0,1,0,0,0,0,0,401.7333333,339.3333333,495.3333333,204,0,0,0,0,0,0,9,3054,6,2972,8192,2053,2,20,0,0,0,0,0,0,0,0,BENIGN
389,4036,13,11,4076,1020,1646,0,313.5384615,596.249195,210,0,92.72727273,91.46266004,1262636.274,5946.481665,175.4782609,407.0568276,1701,1,4036,336.3333333,575.2944437,1701,1,3994,399.4,576.4620446,1733,47,0,0,0,0,284,244,3221.010902,2725.470763,0,1646,203.84,441.7581993,195150.3067,0,0,0,1,0,0,0,0,0,212.3333333,313.5384615,92.72727273,284,0,0,0,0,0,0,13,4076,11,1020,8192,0,8,20,0,0,0,0,0,0,0,0,BENIGN
389,523735,15,11,4814,3970,1660,0,320.9333333,569.2956132,1268,0,360.9090909,488.3786348,16771.84072,49.64342654,20949.4,72190.35539,300168,2,523735,37409.64286,94692.7255,300168,3,523702,52370.2,162397.4373,514540,3,0,0,0,0,324,244,28.64043839,21.00298815,0,1660,325.3333333,520.4493621,270867.5385,0,0,0,1,0,0,0,0,0,337.8461538,320.9333333,360.9090909,324,0,0,0,0,0,0,15,4814,11,3970,8192,0,8,20,0,0,0,0,0,0,0,0,BENIGN
1061,47,1,1,0,0,0,0,0,0,0,0,0,0,0,42553.19149,47,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,21276.59574,21276.59574,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,0,256,0,20,0,0,0,0,0,0,0,0,BENIGN
80,5194640,5,5,72,628,72,0,14.4,32.19937888,623,0,125.6,278.063482,134.7542852,1.925061217,577182.2222,1660314.706,5003340,4,191300,47825,55090.01577,95921,4,5099552,1274888,2486065.067,5003389,4,0,0,0,0,168,168,0.962530608,0.962530608,0,623,63.63636364,186.7598847,34879.25455,0,0,0,1,0,0,0,0,1,70,14.4,125.6,168,0,0,0,0,0,0,5,72,5,628,29200,227,1,32,0,0,0,0,0,0,0,0,BENIGN
3268,58230081,21,13,4102,6798,1293,0,195.3333333,388.1216734,3069,0,522.9230769,942.6004333,187.1884739,0.583890653,1764547.909,10100000,58100000,1,58200000,2911504.05,13000000,58100000,1,42542,3545.166667,11834.15326,41120,3,0,0,0,0,688,432,0.360638344,0.223252308,0,3069,311.4285714,656.1077873,430477.4286,0,0,0,1,0,0,0,0,0,320.5882353,195.3333333,522.9230769,688,0,0,0,0,0,0,21,4102,13,6798,29200,2081,10,32,0,0,0,0,0,0,0,0,BENIGN
389,58251194,27,19,5104,8670,1293,0,189.037037,341.6459573,3069,0,456.3157895,774.3691377,236.4586724,0.789683384,1294470.978,8673753.923,58200000,1,58300000,2240430.538,11400000,58200000,1,64332,3574,11186.42385,45688,3,0,0,0,0,880,624,0.463509812,0.326173572,0,3069,293.0638298,565.5483835,319844.9741,0,0,0,1,0,0,0,0,0,299.4347826,189.037037,456.3157895,880,0,0,0,0,0,0,27,5104,19,8670,29200,2078,16,32,0,0,0,0,0,0,0,0,BENIGN
49666,46115502,27,22,7132,4370,1793,0,264.1481481,454.3006209,348,0,198.6363636,133.1853508,249.4172133,1.062549422,960739.625,6479645.659,44900000,3,46100000,1773673.154,8799645.838,44900000,3,1144476,54498.85714,242190.1206,1111150,3,0,0,0,0,564,464,0.585486416,0.477063006,0,1793,230.04,345.3671788,119278.4882,0,0,0,1,0,0,0,0,0,234.7346939,264.1481481,198.6363636,564,0,0,0,0,0,0,27,7132,22,4370,8192,2052,18,20,0,0,0,0,0,0,0,0,BENIGN
49666,68,1,1,0,0,0,0,0,0,0,0,0,0,0,29411.76471,68,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,14705.88235,14705.88235,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,254,2052,0,20,0,0,0,0,0,0,0,0,BENIGN
443,2929494,9,10,703,3950,267,0,78.11111111,103.3022803,1953,0,395,712.4845417,1588.328906,6.485761705,162749.6667,289420.3893,878143,3,2058449,257306.125,388742.5759,973276,243,2834390,314932.2222,357172.1116,878143,4,0,0,0,0,296,328,3.072202913,3.413558792,0,1953,232.65,522.4799442,272985.2921,0,0,0,1,0,0,0,0,1,244.8947368,78.11111111,395,296,0,0,0,0,0,0,9,703,10,3950,29200,252,4,32,0,0,0,0,0,0,0,0,BENIGN
443,3047100,9,11,703,3950,267,0,78.11111111,103.3022803,1448,0,359.0909091,569.9183195,1527.025697,6.563617866,160373.6842,307466.7296,1072676,4,2145892,268236.5,425961.5334,1167844,192,2951836,295183.6,384676.1944,1072676,4,0,0,0,0,296,360,2.95362804,3.609989826,0,1448,221.5714286,434.4990876,188789.4571,0,0,0,1,0,0,0,0,1,232.65,78.11111111,359.0909091,296,0,0,0,0,0,0,9,703,11,3950,29200,254,4,32,0,0,0,0,0,0,0,0,BENIGN
135,14241853,11,6,656,560,168,0,59.63636364,82.78076193,172,0,93.33333333,77.75517132,85.38214796,1.193664897,890115.8125,3507027.835,14000000,1,14200000,1424185.3,4433240.813,14000000,1,615,123,156.2113952,366,4,0,0,0,0,244,144,0.772371404,0.421293493,0,172,67.55555556,79.70402767,6352.732026,0,0,0,1,0,0,0,0,0,71.52941176,59.63636364,93.33333333,244,0,0,0,0,0,0,11,656,6,560,8192,2052,4,20,0,0,0,0,0,0,0,0,BENIGN
135,70,1,1,0,0,0,0,0,0,0,0,0,0,0,28571.42857,70,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,14285.71429,14285.71429,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,255,2052,0,20,0,0,0,0,0,0,0,0,BENIGN
443,60624199,13,11,7510,4897,1957,0,577.6923077,686.8357864,1460,0,445.1818182,562.2139838,204.6542504,0.395881519,2635834.739,12500000,60000000,31,60600000,5052016.583,17300000,60000000,231,560751,56075.1,34474.95071,112915,48,0,0,0,0,272,232,0.214435823,0.181445696,0,1957,496.28,618.565041,382622.71,0,0,0,1,0,0,0,0,0,516.9583333,577.6923077,445.1818182,272,0,0,0,0,0,0,13,7510,11,4897,8192,513,8,20,0,0,0,0,0,0,0,0,BENIGN
443,78051514,16,13,7086,5564,885,0,442.875,411.9708525,1460,0,428,489.2076928,162.0724487,0.371549487,2787554.071,14600000,77100000,49,78100000,5203434.267,19900000,77100000,724,807003,67250.25,34792.77627,119108,49,0,0,0,0,332,272,0.204992821,0.166556667,0,1460,421.6666667,439.5613278,193214.1609,0,0,0,1,0,0,0,0,0,436.2068966,442.875,428,332,0,0,0,0,0,0,16,7086,13,5564,8192,513,10,20,0,0,0,0,0,0,0,0,BENIGN
49666,48875559,11,6,890,912,224,0,80.90909091,112.2608164,328,0,152,147.8593927,36.86914353,0.347822109,3054722.438,12200000,48700000,1,48900000,4887555.9,15400000,48700000,1,688,137.6,164.8083736,408,3,0,0,0,0,244,144,0.225061365,0.122760744,0,328,100.1111111,124.9870059,15621.75163,0,0,0,1,0,0,0,0,0,106,80.90909091,152,244,0,0,0,0,0,0,11,890,6,912,8192,2052,4,20,0,0,0,0,0,0,0,0,BENIGN
135,48876641,11,6,656,560,168,0,59.63636364,82.78076193,172,0,93.33333333,77.75517132,24.87896007,0.347814409,3054790.063,12200000,48700000,1,48900000,4887664.1,15400000,48700000,1,613,122.6,127.2686136,296,1,0,0,0,0,244,144,0.225056382,0.122758027,0,172,67.55555556,79.70402767,6352.732026,0,0,0,1,0,0,0,0,0,71.52941176,59.63636364,93.33333333,244,0,0,0,0,0,0,11,656,6,560,8192,2052,4,20,0,0,0,0,0,0,0,0,BENIGN
49666,39,1,1,0,0,0,0,0,0,0,0,0,0,0,51282.05128,39,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,25641.02564,25641.02564,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,254,2052,0,20,0,0,0,0,0,0,0,0,BENIGN
135,87,1,3,0,0,0,0,0,0,0,0,0,0,0,45977.01149,29,24.57641145,47,1,0,0,0,0,0,48,24,32.52691193,47,1,0,0,0,0,20,60,11494.25287,34482.75862,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,20,0,0,0,0,0,0,1,0,3,0,255,2052,0,20,0,0,0,0,0,0,0,0,BENIGN
123,86388852,6,6,288,288,48,48,48,0,48,48,48,0,6.667526963,0.138906812,7853532,25600000,84900000,3,86400000,17300000,37800000,84900000,3,86400000,17300000,37800000,84900000,3,0,0,0,0,144,144,0.069453406,0.069453406,48,48,48,0,0,0,0,0,0,0,0,0,0,1,52,48,48,144,0,0,0,0,0,0,6,288,6,288,-1,-1,5,20,139,0,139,139,84900000,0,84900000,84900000,BENIGN
0,343183,2,0,0,0,0,0,0,0,0,0,0,0,0,5.8277945,343183,0,343183,343183,343183,343183,0,343183,343183,0,0,0,0,0,0,0,0,0,0,0,5.8277945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,BENIGN
137,1614495,27,0,1350,0,50,50,50,0,0,0,0,0,836.1747791,16.72349558,62095.96154,219359.7573,807336,1,1614495,62095.96154,219359.7573,807336,1,0,0,0,0,0,0,0,0,0,864,0,16.72349558,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0,51.85185185,50,0,864,0,0,0,0,0,0,27,1350,0,0,-1,-1,26,32,0,0,0,0,0,0,0,0,BENIGN
49666,34239094,19,16,5742,2858,1755,0,302.2105263,523.96889,348,0,178.625,136.5527371,251.1748705,1.02222331,1007032.176,5836701.858,34000000,2,34200000,1902171.889,8020434.157,34000000,2,3980,265.3333333,421.4667699,1616,3,0,0,0,0,404,344,0.554921225,0.467302085,0,1755,238.8888889,393.2588953,154652.5587,0,0,0,1,0,0,0,0,0,245.7142857,302.2105263,178.625,404,0,0,0,0,0,0,19,5742,16,2858,8192,2048,12,20,0,0,0,0,0,0,0,0,BENIGN
49666,93,1,1,0,0,0,0,0,0,0,0,0,0,0,21505.37634,93,0,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10752.68817,10752.68817,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,251,2048,0,20,0,0,0,0,0,0,0,0,BENIGN
